Created date / time : 22 August 2026 / 15:17:20
Bank 12; Branch 3015; Account 0001464-00 (Streamline)
From date 20240822
To date 20260822
Avail Bal : 363.08 as of 20260821
Ledger Balance : 363.08 as of 20260822
Date,Unique Id,Tran Type,Cheque Number,Payee,Memo,Amount
2026/08/09,2026080901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-50.00
2026/08/11,2026081101,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/08/11,2026081102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-4.00
2026/08/11,2026081103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/08/11,2026081104,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/08/12,2026081201,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/08/13,2026081301,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-5.00
2026/08/13,2026081302,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/08/13,2026081303,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-5.00
2026/08/14,2026081401,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-5.00
2026/08/14,2026081402,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-11.00
2026/08/14,2026081403,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-15.00
2026/08/15,2026081501,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-10.00
2026/08/15,2026081502,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/08/16,2026081601,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/08/17,2026081701,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-100.00
2026/08/18,2026081801,A/P,,"Macmonti Greg","A/P Rent  TerryZoe 802",-290.00
2026/08/18,2026081802,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-01",-580.00
2026/08/19,2026081901,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/08/20,2026082001,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-40.00
2026/08/20,2026082002,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/08/21,2026082101,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-20.00
2026/08/21,2026082102,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-16.00
2026/08/21,2026082103,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-60.00
2026/08/21,2026082104,TFR OUT,,"MB TRANSFER","TO 12-3015- 0001464-50",-30.00
2026/08/21,2026082105,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",25.00
2026/08/21,2026082106,TFR IN,,"MB TRANSFER","EX 12-3015- 0001464-52",25.00
